X,CellID,ClusterID,EventID,File.Name,Region,TMA_AB,TMA_12,Index.in.File,groups,patients,spots,CD44...stroma.Cyc_2_ch_2,FOXP3...regulatory.T.cells.Cyc_2_ch_3,CD8...cytotoxic.T.cells.Cyc_3_ch_2,p53...tumor.suppressor.Cyc_3_ch_3,GATA3...Th2.helper.T.cells.Cyc_3_ch_4,CD45...hematopoietic.cells.Cyc_4_ch_2,T.bet...Th1.cells.Cyc_4_ch_3,beta.catenin...Wnt.signaling.Cyc_4_ch_4,HLA.DR...MHC.II.Cyc_5_ch_2,PD.L1...checkpoint.Cyc_5_ch_3,Ki67...proliferation.Cyc_5_ch_4,CD45RA...naive.T.cells.Cyc_6_ch_2,CD4...T.helper.cells.Cyc_6_ch_3,CD21...DCs.Cyc_6_ch_4,MUC.1...epithelia.Cyc_7_ch_2,CD30...costimulator.Cyc_7_ch_3,CD2...T.cells.Cyc_7_ch_4,Vimentin...cytoplasm.Cyc_8_ch_2,CD20...B.cells.Cyc_8_ch_3,LAG.3...checkpoint.Cyc_8_ch_4,Na.K.ATPase...membranes.Cyc_9_ch_2,CD5...T.cells.Cyc_9_ch_3,IDO.1...metabolism.Cyc_9_ch_4,Cytokeratin...epithelia.Cyc_10_ch_2,CD11b...macrophages.Cyc_10_ch_3,CD56...NK.cells.Cyc_10_ch_4,aSMA...smooth.muscle.Cyc_11_ch_2,BCL.2...apoptosis.Cyc_11_ch_3,CD25...IL.2.Ra.Cyc_11_ch_4,CD11c...DCs.Cyc_12_ch_3,PD.1...checkpoint.Cyc_12_ch_4,Granzyme.B...cytotoxicity.Cyc_13_ch_2,EGFR...signaling.Cyc_13_ch_3,VISTA...costimulator.Cyc_13_ch_4,CD15...granulocytes.Cyc_14_ch_2,ICOS...costimulator.Cyc_14_ch_4,Synaptophysin...neuroendocrine.Cyc_15_ch_3,GFAP...nerves.Cyc_16_ch_2,CD7...T.cells.Cyc_16_ch_3,CD3...T.cells.Cyc_16_ch_4,Chromogranin.A...neuroendocrine.Cyc_17_ch_2,CD163...macrophages.Cyc_17_ch_3,CD45RO...memory.cells.Cyc_18_ch_3,CD68...macrophages.Cyc_18_ch_4,CD31...vasculature.Cyc_19_ch_3,Podoplanin...lymphatics.Cyc_19_ch_4,CD34...vasculature.Cyc_20_ch_3,CD38...multifunctional.Cyc_20_ch_4,CD138...plasma.cells.Cyc_21_ch_3,cell_id.cell_id,tile_nr.tile_nr,X.X,Y.Y,X_withinTile.X_withinTile,Y_withinTile.Y_withinTile,Z.Z,size.size,HOECHST1.Cyc_1_ch_1,CDX2...intestinal.epithelia.Cyc_2_ch_4,Collagen.IV...bas..memb..Cyc_12_ch_2,CD194...CCR4.chemokine.R.Cyc_14_ch_3,MMP9...matrix.metalloproteinase.Cyc_15_ch_2,CD71...transferrin.R.Cyc_15_ch_4,CD57...NK.cells.Cyc_17_ch_4,MMP12...matrix.metalloproteinase.Cyc_21_ch_4,DRAQ5.Cyc_23_ch_4,Profile_Homogeneity.Fiter1,ClusterSize,ClusterName,neighborhood10,CD4.ICOS.,CD4.Ki67.,CD4.PD.1.,CD68.CD163.ICOS.,CD68.CD163.Ki67.,CD68.CD163.PD.1.,CD68.ICOS.,CD68.Ki67.,CD68.PD.1.,CD8.ICOS.,CD8.Ki67.,CD8.PD.1.,Treg.ICOS.,Treg.Ki67.,Treg.PD.1.,neighborhood.number.final,neighborhood.name
9972,9972,10668,65998,reg018_A,reg018,A,1,209,2,9,18_A,14.4115839,73.99763489,969.5094604,961.6060791,211.8601379,0,170.9558563,3806.520264,0,1.842385173,23.72317505,0,26.25987053,30.19333649,0,0,69.29030609,1404.394165,0,185.6324005,0,209.6064453,193.0888824,0,10575.52441,2842.296631,38.48145676,0,144.2961426,29.06432533,201.4585266,0,314.5982666,1134.938354,2417.731445,10.96915054,0.05177065,7.251046181,0,338.424408,0,8.038666725,10584.65039,2427.025635,566.1688843,17.27785873,6949.071289,235.6416016,0,255,18,243,1321,243,1321,8,2078,6091.592285,138.2121735,0,2099.420898,14.83236599,1881.47522,195.7973175,9.740506172,10436.44141,5.67786026,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
9973,9973,10668,66040,reg018_A,reg018,A,1,251,2,9,18_A,29.72070313,35.24790955,1279.003296,1659.881958,167.6647339,3.491723776,360.4726257,3302.371582,0,1.37161541,10.37045193,6.663708687,22.65519142,45.07820129,0,2.581897974,95.95544434,1827.00061,0.000832,195.6755066,0,183.789978,224.85112,0.04076558,6797.165039,1904.394043,427.5415344,4.117110252,173.2542114,0,169.4099121,0.042801343,239.2550201,1318.010132,1711.754639,14.1912775,391.8207397,5.712323666,0.046507373,121.3899994,0.066615053,0,14772.16699,2999.855713,26.44552231,27.68291092,2933.799072,277.8515015,0.047669478,302,18,276,932,276,932,8,2616,5392.6875,154.4850464,0.306669205,3680.28418,3.712816954,1572.607056,172.5861206,12.65045261,7152.115723,5.623730659,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
9974,9974,10668,66060,reg018_A,reg018,A,1,271,2,9,18_A,69.53796387,126.876915,1312.36377,1362.727173,131.088913,28.94692993,274.628418,2498.44873,0,9.146711349,47.80332565,1.578137279,269.9323425,50.70663834,0,12.39071083,93.35087585,312.103241,0,155.6448975,0,204.4650726,213.0272217,0,11544.10059,2554.878418,14.20137215,0.868048191,170.428833,0.6678707,149.1720886,0,494.4296265,1055.185913,1488.707275,18.27525902,6.537511349,13.72450161,0,122.7174149,0,0,3248.559082,1660.746094,659.7387085,35.73583221,2897.762695,255.5019684,0,326,18,304,929,304,929,8,3342,3989.252197,176.6203461,0,2598.940674,200.3020172,1422.002197,141.2469788,14.32958412,5338.035156,5.687243462,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
9975,9975,10668,66083,reg018_A,reg018,A,1,294,2,9,18_A,234.0010376,321.9313965,1149.763184,1572.038574,141.0396576,0,347.04422,2680.87085,0.343706071,69.29104614,56.55300903,48.86135483,287.6082764,66.51262665,0.229896843,62.64295959,108.8925323,611.8479614,0.00312408,159.9749908,0.306412548,538.8370972,229.7014008,0.160888582,8044.919434,1981.205444,101.9518509,33.39398575,185.6060486,34.88016129,207.8789215,0.16444464,909.9017334,1008.526306,1866.908936,25.9944725,0.805424809,89.2516098,0.318098366,133.8748474,0.491662025,196.0593262,7272.26709,1716.369507,885.1008301,41.08596802,3330.265869,313.7258606,0.189437613,355,18,326,928,326,928,8,2556,4537.208984,174.5942535,1.190546632,3661.15918,191.9701233,1384.010986,159.7156525,19.92307091,6069.321777,5.883757591,22144,granulocytes,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Immune-infiltrated stroma
9976,9976,10668,66282,reg018_A,reg018,A,1,493,2,9,18_A,31.40639496,71.26353455,1338.460083,1245.29187,208.2186737,0,182.1841125,2743.520264,0.027333677,6.505930901,25.19649315,0.517792702,27.96080399,48.84992218,0,12.70397091,97.02887726,236.6075287,0,170.3898926,0.50025785,127.9412079,185.5487366,0,7041.947754,1869.268677,0.028365137,3.719958782,163.3130493,4.015471935,167.0593109,0,192.0593109,1160.145996,1837.648315,18.22485733,0,4.024755001,0,128.8298035,0,15.83857632,7215.189453,1794.320801,169.8519897,32.06807709,1225.659058,286.3321228,0,587,18,451,920,451,920,8,1939,6414.113281,169.9463654,1.014440417,2331.987061,25.99381065,1414.171753,157.9742126,14.12068081,8827.007813,5.623847961,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
9977,9977,10668,66321,reg018_A,reg018,A,1,532,2,9,18_A,135.7976685,194.2470093,908.8634033,1129.347412,135.8923035,10.29170609,162.4343262,2233.431396,0,60.80007935,15.18308735,17.6276226,106.687706,44.64806747,0,63.40451431,89.52697754,711.3344727,0.015342214,129.3488922,0,336.9640503,168.4813538,0,4876.411133,1315.685059,17.70372009,15.58762741,129.0758362,29.2000618,141.0616302,0,414.4364624,779.6283569,1822.828369,16.00752449,0,51.53948975,0,107.8376312,0,13.77055359,7503.246094,944.9703369,1137.1698,35.70138168,2217.054443,289.6385803,0,631,18,482,916,482,916,8,5834,3973.687012,213.6385193,0,2465.165527,23.88256264,1279.853882,100.1500854,13.15367031,5320.038574,5.788187027,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
9978,9978,10668,66371,reg018_A,reg018,A,1,582,2,9,18_A,235.3990479,408.1495361,968.583313,1020.411682,112.33992,0.458995372,192.4402008,1854.498657,0.23056668,106.1884003,0,60.82181931,197.6017761,51.38544846,0.060460798,154.3424072,89.00615692,517.072998,0,95.76737976,0,803.9478149,211.4735565,0,5289.364258,1295.532227,150.9634247,64.81886292,133.7454376,54.75226212,148.8712006,0.552652419,796.6948242,616.1627197,2377.794922,21.59044838,2.201564789,116.9229431,1.092946529,147.3893738,0.222146347,0,1441.143921,927.4613037,567.5534058,33.40155029,2339.133545,294.0436096,0,683,18,519,564,519,564,9,4878,3227.877197,133.8705292,0,2457.688477,44.69530487,1477.786621,115.2343597,15.82791519,4292.059082,5.934575558,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
9979,9979,10668,66387,reg018_A,reg018,A,1,598,2,9,18_A,0,0,946.5969238,772.5335083,88.60665131,6.839195728,85.6171875,1856.544678,0,0,6.800999641,0,0,33.38467789,0,0,55.4838829,388.0952759,0,109.7736969,0,0,123.9575195,0,4617.725586,1323.901855,168.9446411,0,89.76798248,0,87.67623138,0,0.868293583,353.801178,2891.831787,6.543605328,0,0,0.013777705,74.80175018,0,0,633.8869629,713.1390381,85.68851471,12.52835655,325.8144226,171.6632385,0,701,18,508,1306,508,1306,8,1798,1791.779907,128.1604309,0,1125.166992,9.116880417,836.0332031,78.97047424,7.067681789,3621.849121,5.691572666,22144,granulocytes,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Immune-infiltrated stroma
9980,9980,10668,66553,reg018_A,reg018,A,1,764,2,9,18_A,125.0439758,61.60631943,157.0414124,1372.900635,112.010994,254.6504669,45.97117615,1240.528931,0,11.12203312,16.33382988,47.92050934,25.79170227,45.79369354,26.80833435,48.40134048,85.77677917,851.3834229,0,89.76154327,0,314.05896,178.552536,0,1253.570923,693.6459351,2.420906544,2.13657093,139.9805756,10.37942696,151.8326721,0,254.7456512,831.3181763,0,16.52495575,0.00184791,0.079432227,0,66.26834106,0,42.69335175,480.6819763,848.7359619,243.6188507,22.93106079,95.35639191,1609.842896,10.13310909,894,18,649,424,649,424,8,1098,2528.019043,233.5916748,0,875.1384277,0,1566.457397,104.9795837,42.68032455,4078.859619,5.700478554,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
9981,9981,10668,66596,reg018_A,reg018,A,1,807,2,9,18_A,0,0,0,1092.308594,46.83143616,0,0,1229.173096,3.703802586,0,18.20658875,0,6.009273052,21.14818001,14.96346283,0,43.00014114,0,0,83.09633636,22.08147812,0,146.4004822,12.4963026,1654.789063,604.0113525,33.12600708,0,149.7297211,8.948031425,140.0078125,9.675540924,235.0648193,838.963501,10.75232697,7.139458179,4.989795208,28.58815002,0,135.982605,22.47146416,956.9939575,1853.075562,674.09729,0,9.460316658,0,784.2877197,17.71875381,941,18,667,671,667,671,8,3753,1203.963257,162.1358032,26.88609886,448.9833984,56.02059555,866.6074219,54.23665619,5.796784878,1684.913818,5.698314667,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
