X,CellID,ClusterID,EventID,File.Name,Region,TMA_AB,TMA_12,Index.in.File,groups,patients,spots,CD44...stroma.Cyc_2_ch_2,FOXP3...regulatory.T.cells.Cyc_2_ch_3,CD8...cytotoxic.T.cells.Cyc_3_ch_2,p53...tumor.suppressor.Cyc_3_ch_3,GATA3...Th2.helper.T.cells.Cyc_3_ch_4,CD45...hematopoietic.cells.Cyc_4_ch_2,T.bet...Th1.cells.Cyc_4_ch_3,beta.catenin...Wnt.signaling.Cyc_4_ch_4,HLA.DR...MHC.II.Cyc_5_ch_2,PD.L1...checkpoint.Cyc_5_ch_3,Ki67...proliferation.Cyc_5_ch_4,CD45RA...naive.T.cells.Cyc_6_ch_2,CD4...T.helper.cells.Cyc_6_ch_3,CD21...DCs.Cyc_6_ch_4,MUC.1...epithelia.Cyc_7_ch_2,CD30...costimulator.Cyc_7_ch_3,CD2...T.cells.Cyc_7_ch_4,Vimentin...cytoplasm.Cyc_8_ch_2,CD20...B.cells.Cyc_8_ch_3,LAG.3...checkpoint.Cyc_8_ch_4,Na.K.ATPase...membranes.Cyc_9_ch_2,CD5...T.cells.Cyc_9_ch_3,IDO.1...metabolism.Cyc_9_ch_4,Cytokeratin...epithelia.Cyc_10_ch_2,CD11b...macrophages.Cyc_10_ch_3,CD56...NK.cells.Cyc_10_ch_4,aSMA...smooth.muscle.Cyc_11_ch_2,BCL.2...apoptosis.Cyc_11_ch_3,CD25...IL.2.Ra.Cyc_11_ch_4,CD11c...DCs.Cyc_12_ch_3,PD.1...checkpoint.Cyc_12_ch_4,Granzyme.B...cytotoxicity.Cyc_13_ch_2,EGFR...signaling.Cyc_13_ch_3,VISTA...costimulator.Cyc_13_ch_4,CD15...granulocytes.Cyc_14_ch_2,ICOS...costimulator.Cyc_14_ch_4,Synaptophysin...neuroendocrine.Cyc_15_ch_3,GFAP...nerves.Cyc_16_ch_2,CD7...T.cells.Cyc_16_ch_3,CD3...T.cells.Cyc_16_ch_4,Chromogranin.A...neuroendocrine.Cyc_17_ch_2,CD163...macrophages.Cyc_17_ch_3,CD45RO...memory.cells.Cyc_18_ch_3,CD68...macrophages.Cyc_18_ch_4,CD31...vasculature.Cyc_19_ch_3,Podoplanin...lymphatics.Cyc_19_ch_4,CD34...vasculature.Cyc_20_ch_3,CD38...multifunctional.Cyc_20_ch_4,CD138...plasma.cells.Cyc_21_ch_3,cell_id.cell_id,tile_nr.tile_nr,X.X,Y.Y,X_withinTile.X_withinTile,Y_withinTile.Y_withinTile,Z.Z,size.size,HOECHST1.Cyc_1_ch_1,CDX2...intestinal.epithelia.Cyc_2_ch_4,Collagen.IV...bas..memb..Cyc_12_ch_2,CD194...CCR4.chemokine.R.Cyc_14_ch_3,MMP9...matrix.metalloproteinase.Cyc_15_ch_2,CD71...transferrin.R.Cyc_15_ch_4,CD57...NK.cells.Cyc_17_ch_4,MMP12...matrix.metalloproteinase.Cyc_21_ch_4,DRAQ5.Cyc_23_ch_4,Profile_Homogeneity.Fiter1,ClusterSize,ClusterName,neighborhood10,CD4.ICOS.,CD4.Ki67.,CD4.PD.1.,CD68.CD163.ICOS.,CD68.CD163.Ki67.,CD68.CD163.PD.1.,CD68.ICOS.,CD68.Ki67.,CD68.PD.1.,CD8.ICOS.,CD8.Ki67.,CD8.PD.1.,Treg.ICOS.,Treg.Ki67.,Treg.PD.1.,neighborhood.number.final,neighborhood.name
21290,21290,10668,238113,reg063_A,reg063,A,1,100,1,32,63_A,0,59.68420792,7.557442665,131.4307251,38.55817032,0.822515309,166.810318,349.8570557,19.83520126,9.31586647,5.773087025,49.12605667,0,40.03255463,30.95032692,0,41.20551682,99.2631073,0,39.57271194,39.88448334,155.8262634,96.0173645,20.49660873,255.1942139,128.4589539,65.89139557,12.91215038,42.33398438,9.190466881,49.15270996,21.997118,63.93299484,58.12973022,21.38059616,16.42189598,22.33925819,68.14487457,22.51193428,41.05269623,43.99525452,79.28068542,77.83927917,48.35959625,31.00958633,30.47850418,73.99157715,15.80680561,30.58804703,1875,63,316,854,316,854,6,16955,168.2075195,94.65768433,49.16298294,325.6039429,49.00229645,395.1725769,40.85490036,21.49823952,838.5956421,1.794086218,22144,granulocytes,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tumor boundary
21291,21291,10668,238139,reg063_A,reg063,A,1,126,1,32,63_A,80.74377441,207.5733185,2.387537956,37.10697174,66.88972473,0,96.42243958,381.1757202,0,129.574707,0,0,33.33252335,35.63358307,0,32.74273682,42.0434494,0,0.007493409,49.50445938,0,113.4229202,119.0056763,0,353.1542053,187.7461548,0,0,60.29402924,0,44.3939209,0,20.9533329,128.8079681,0,3.534864664,0,0,0,25.80388451,0,0,0,26.55007553,0,7.300102711,0,233.1998749,0,2272,63,386,1036,386,1036,6,7229,939.6107788,111.2663574,0,1593.945068,0,397.1714172,24.4059639,32.52595139,1924.861694,4.478744507,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
21292,21292,10668,238164,reg063_A,reg063,A,1,151,1,32,63_A,9.287618637,67.31135559,5.339032173,97.2208786,39.42298126,0,138.3125153,312.933075,0,32.48192596,0.31686151,0,10.96289349,27.99656105,0,14.42060661,29.90947914,0,0.000215,31.47278786,0,69.1264267,80.30110931,0,217.7341003,133.3579712,0,0,33.06245041,0,36.54533768,0,17.79162598,52.61670303,0,6.443972588,0,0,0,24.27551651,0,0,0,31.76415443,0,22.00208664,0,36.94319916,0,2660,63,442,984,442,984,6,13365,286.309845,78.20528412,0,459.7837219,0,433.6069031,27.89883232,9.888676643,1028.375732,2.135653257,22144,granulocytes,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tumor boundary
21293,21293,10668,238194,reg063_A,reg063,A,1,181,1,32,63_A,6.658767223,0,20.65224838,55.53673172,46.48582077,4.052575588,102.4149628,291.3585205,5.59547472,0,3.655606508,22.81948471,8.81419754,32.7938385,8.158463478,24.41627693,32.3550148,17.71787643,0.008553395,39.08183289,7.504504681,37.9180603,75.65604401,3.940219879,120.2810745,103.7051697,12.52759075,11.04055595,37.25054932,10.3256712,38.34576416,3.154878855,27.37312126,69.40691376,3.293041945,11.52659035,0,6.688563824,5.761345387,27.22709656,7.925147533,0,22.54172134,22.68803024,9.422700882,19.7642746,108.9692535,81.96656036,6.022992611,3003,63,510,724,510,724,6,13522,427.4655457,123.911911,7.545624256,187.4358978,10.05992413,489.7228088,31.61437035,16.26715088,1232.483154,2.431195259,22144,granulocytes,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tumor boundary
21294,21294,10668,238246,reg063_A,reg063,A,1,233,1,32,63_A,13.05236435,40.64707947,6.008962154,103.6832047,57.27244949,1.270213008,112.1346054,399.6965332,12.65590477,24.12976265,5.203492165,20.2358551,6.394252777,47.51906204,14.53754711,14.90847683,46.47346115,21.24781036,0,51.42222595,16.77999306,143.1341553,112.6246719,7.858603477,275.3259583,172.1296234,24.3101368,12.11610222,52.72734451,9.371857643,58.12896347,8.105957031,17.64010048,95.01769257,6.545794964,15.35061455,15.29598999,20.51345825,12.61056614,38.54952621,15.68701363,38.91117477,28.51525116,52.48447037,13.37009048,25.51199722,32.09028244,58.21475983,11.12753487,3452,63,598,306,598,306,6,8151,434.2592163,120.1990585,18.2345047,1206.189697,20.27992821,481.7065735,45.00924301,22.43643379,1516.518799,3.470805168,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
21295,21295,10668,238271,reg063_A,reg063,A,1,258,1,32,63_A,28.53006744,28.28434372,3.933461428,0,55.02576447,0.024032019,136.311264,543.1251221,12.72495556,18.33177757,5.029276848,41.23582458,27.2201004,47.83415985,18.13173103,17.51570892,57.11320496,35.1865654,0.017853925,72.93360138,22.35069275,242.7965393,143.5803223,9.255835533,811.0280151,267.1003113,27.7405262,9.038751602,78.15742493,4.314100266,70.42092133,8.421635628,89.3615799,164.458374,9.421906471,21.45411873,28.0257206,34.2449646,11.66397953,49.61301804,23.61418152,70.12193298,0,53.17624664,15.77343178,26.10686302,0,252.362442,11.89531994,3672,63,623,1363,623,1363,7,11482,861.9953003,195.7484589,24.82600021,1535.07373,25.17995453,714.506897,53.58800888,63.21266556,1629.892944,3.742417336,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
21296,21296,10668,238275,reg063_A,reg063,A,1,262,1,32,63_A,3.590081215,43.15486526,6.810426712,101.1344376,56.52048874,0,167.8864594,449.166748,13.7208662,14.07893372,1.336741805,56.27264404,7.145164013,38.37835312,29.98012161,10.2007246,37.89544296,92.26171112,0,42.8824234,42.93643188,152.1999512,96.2399826,22.24411583,187.8989105,121.191391,65.64567566,3.054785728,44.28408813,0,49.67708206,25.18204689,75.76319885,62.41876984,24.52722931,13.24607468,14.96687794,91.60899353,19.61171913,16.11509132,52.10599899,82.63336945,81.26325226,50.55294037,33.11596298,40.30415344,80.53927612,45.11556244,29.69390297,3689,63,630,883,630,883,6,17033,514.0669556,111.6107101,55.72528458,430.5473328,56.00320053,499.9521179,42.10663986,20.53824043,1395.217896,2.398425579,22144,granulocytes,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tumor boundary
21297,21297,10668,238375,reg063_A,reg063,A,1,362,1,32,63_A,222.7859497,646.2654419,14.00295353,294.2529602,47.86580658,5.424761772,114.9390259,536.6582642,17.76937294,464.5540161,3.417954683,86.24594116,196.1954803,51.71289063,18.21007156,190.3948822,53.98937607,27.2336483,0.766910315,44.44400406,25.14164734,760.527771,140.9960785,10.49100018,1240.715942,265.3587036,39.48348999,44.81547165,77.36278534,24.0876503,67.57275391,10.95457935,305.2140808,50.99976349,10.78862381,14.53787613,18.80800247,132.9019623,10.54716492,53.58071899,25.50645065,219.6634674,311.0609741,75.12007141,40.84408569,14.78423023,627.9299927,127.8182144,22.31115913,4853,63,833,831,833,831,6,30437,826.5123291,365.2231445,31.00900841,2378.584473,29.49778748,1667.43335,55.87624359,20.46101189,2101.515137,2.623790503,22144,granulocytes,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tumor boundary
21298,21298,10668,238394,reg063_A,reg063,A,1,381,1,32,63_A,15.3417635,32.05131531,7.583108902,74.42111969,64.72750092,1.840389729,112.3085709,415.0861511,17.28966904,19.45135307,3.911468267,39.30130005,14.1280756,39.75908279,17.47885895,22.29084587,45.15902328,34.51185226,0,56.86376953,24.11028671,137.7835693,97.4629364,11.97753906,201.2559814,143.394989,26.77034569,22.43078041,47.40572357,13.742836,57.8361702,10.65648937,64.93595123,109.5698624,9.041414261,13.54069614,25.51392174,37.41600037,18.20056915,41.89024734,23.35445023,38.25425339,41.31498337,49.88162613,17.77199554,23.25819778,51.46785355,74.76263428,10.58564186,5031,63,853,1227,853,1227,6,5231,1996.021606,282.3325806,27.16165543,341.0927124,25.34176636,488.1054688,49.24976349,22.65042496,2281.02417,5.149724007,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
21299,21299,10668,238406,reg063_A,reg063,A,1,393,1,32,63_A,65.12742615,89.26158142,30.66051102,39.57995224,19.69558716,0,38.42597198,0,0,104.7200012,0.293420643,0,50.90793991,14.05023098,0,47.22703171,13.09846783,0,0.105291165,15.11900997,0,107.0085373,26.79331207,0,255.7983551,41.28540802,0,0,15.21913815,4.498342037,9.544255257,0,0,71.70795441,0,0.175697461,36.38446426,0,0,6.91099596,0,0,0,27.66848183,0,0,0,19.10114098,0,5165,63,882,1083,882,1083,6,1414,341.7891235,0,0,253.1827545,0,16.5781517,18.27962875,2.762341499,840.3203125,5.098760605,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
21300,21300,10668,238413,reg063_A,reg063,A,1,400,1,32,63_A,75.09542084,90.30848694,10.78623581,95.09532928,51.55202866,0,118.7094498,350.2185974,0,54.61346817,0,0,28.3100872,29.59549522,0,25.50853348,31.60918427,0,0,39.89105606,0,65.72587585,88.92401123,0,337.4090881,159.7740021,0,0,40.72779083,0,34.14188004,0,26.48858452,150.3666077,0,4.265939236,61.05176926,0,0,22.36770439,0,0,0,47.45756149,0,11.58763504,0,201.7949371,0,5193,63,874,1388,874,1388,7,5983,652.1869507,102.069809,0,888.3895874,0,494.6239319,29.69490814,28.06213951,1282.50647,4.30237627,22144,granulocytes,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Immune-infiltrated stroma
21301,21301,10668,238414,reg063_A,reg063,A,1,401,1,32,63_A,215.618103,336.0290222,64.29257202,503.7282104,44.76240158,4.07930088,90.24766541,653.1322021,0,293.6329041,8.37012291,0,193.4587402,55.89027405,0,123.137619,56.83617783,0,0.060643259,38.05142593,0,448.986969,122.4017792,0,1189.158691,282.5863647,0,29.37414742,72.11728668,0.865464509,74.23616791,0,393.0449829,97.70652771,0,24.11488914,295.0623169,0,0,41.72954178,0,0,0,100.4543381,45.90195084,24.14878654,278.9760437,46.11795044,16.85696983,5195,63,892,1112,892,1112,6,2492,325.8407593,214.5077972,10.00566196,2280.716064,0,851.8772583,55.28147888,28.1417408,984.7214355,5.503390789,22144,granulocytes,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Granulocyte enriched
21302,21302,10668,238422,reg063_A,reg063,A,1,409,1,32,63_A,195.7316284,394.3703308,50.93610764,283.2254639,63.92535019,0,234.8792114,329.9257813,0,329.311554,0.921523571,0,207.6209412,35.37415314,0,202.9571381,38.06913757,0,0.016369764,28.77150154,0,402.3895264,104.4533005,0,906.4848633,175.7512512,0,5.553864956,60.21233749,0,64.04450989,0,314.6756287,72.91697693,0,9.740990639,77.3950119,0,0,52.2740097,0,0,0,100.106163,0,7.247926235,2.995105982,10.58206081,0,5294,63,896,1143,896,1143,6,4309,990.6085815,114.9817581,0,1732.789551,0,703.022583,53.02626419,12.09038544,1760.635376,5.380815029,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
21303,21303,10668,238454,reg063_A,reg063,A,1,441,1,32,63_A,58.74160004,44.72736359,17.1522007,91.54412079,63.48274612,2.052006721,180.5046539,691.3007202,22.78106308,72.83387756,3.055526495,58.63234711,53.59918594,38.90472412,17.49814987,68.53580475,46.75456238,28.63301468,0.06019789,62.82261276,24.61899376,133.5444489,129.3581085,8.448061943,760.5960693,263.1557617,32.2750206,30.33822632,79.56985474,52.33130646,59.7084465,9.646831512,83.23139191,342.1403809,9.24935627,12.76909065,185.3262024,56.24127197,12.25361443,38.21225739,26.92628288,381.0003052,81.34928894,78.46786499,66.62125397,13.56687069,47.46817017,247.9313965,14.12697601,5704,63,958,1180,958,1180,6,7566,604.5030518,176.0700226,24.41803741,2924.705322,28.93963814,783.6880493,49.83280945,41.39397812,1448.368652,4.250137329,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
