X,CellID,ClusterID,EventID,File.Name,Region,TMA_AB,TMA_12,Index.in.File,groups,patients,spots,CD44...stroma.Cyc_2_ch_2,FOXP3...regulatory.T.cells.Cyc_2_ch_3,CD8...cytotoxic.T.cells.Cyc_3_ch_2,p53...tumor.suppressor.Cyc_3_ch_3,GATA3...Th2.helper.T.cells.Cyc_3_ch_4,CD45...hematopoietic.cells.Cyc_4_ch_2,T.bet...Th1.cells.Cyc_4_ch_3,beta.catenin...Wnt.signaling.Cyc_4_ch_4,HLA.DR...MHC.II.Cyc_5_ch_2,PD.L1...checkpoint.Cyc_5_ch_3,Ki67...proliferation.Cyc_5_ch_4,CD45RA...naive.T.cells.Cyc_6_ch_2,CD4...T.helper.cells.Cyc_6_ch_3,CD21...DCs.Cyc_6_ch_4,MUC.1...epithelia.Cyc_7_ch_2,CD30...costimulator.Cyc_7_ch_3,CD2...T.cells.Cyc_7_ch_4,Vimentin...cytoplasm.Cyc_8_ch_2,CD20...B.cells.Cyc_8_ch_3,LAG.3...checkpoint.Cyc_8_ch_4,Na.K.ATPase...membranes.Cyc_9_ch_2,CD5...T.cells.Cyc_9_ch_3,IDO.1...metabolism.Cyc_9_ch_4,Cytokeratin...epithelia.Cyc_10_ch_2,CD11b...macrophages.Cyc_10_ch_3,CD56...NK.cells.Cyc_10_ch_4,aSMA...smooth.muscle.Cyc_11_ch_2,BCL.2...apoptosis.Cyc_11_ch_3,CD25...IL.2.Ra.Cyc_11_ch_4,CD11c...DCs.Cyc_12_ch_3,PD.1...checkpoint.Cyc_12_ch_4,Granzyme.B...cytotoxicity.Cyc_13_ch_2,EGFR...signaling.Cyc_13_ch_3,VISTA...costimulator.Cyc_13_ch_4,CD15...granulocytes.Cyc_14_ch_2,ICOS...costimulator.Cyc_14_ch_4,Synaptophysin...neuroendocrine.Cyc_15_ch_3,GFAP...nerves.Cyc_16_ch_2,CD7...T.cells.Cyc_16_ch_3,CD3...T.cells.Cyc_16_ch_4,Chromogranin.A...neuroendocrine.Cyc_17_ch_2,CD163...macrophages.Cyc_17_ch_3,CD45RO...memory.cells.Cyc_18_ch_3,CD68...macrophages.Cyc_18_ch_4,CD31...vasculature.Cyc_19_ch_3,Podoplanin...lymphatics.Cyc_19_ch_4,CD34...vasculature.Cyc_20_ch_3,CD38...multifunctional.Cyc_20_ch_4,CD138...plasma.cells.Cyc_21_ch_3,cell_id.cell_id,tile_nr.tile_nr,X.X,Y.Y,X_withinTile.X_withinTile,Y_withinTile.Y_withinTile,Z.Z,size.size,HOECHST1.Cyc_1_ch_1,CDX2...intestinal.epithelia.Cyc_2_ch_4,Collagen.IV...bas..memb..Cyc_12_ch_2,CD194...CCR4.chemokine.R.Cyc_14_ch_3,MMP9...matrix.metalloproteinase.Cyc_15_ch_2,CD71...transferrin.R.Cyc_15_ch_4,CD57...NK.cells.Cyc_17_ch_4,MMP12...matrix.metalloproteinase.Cyc_21_ch_4,DRAQ5.Cyc_23_ch_4,Profile_Homogeneity.Fiter1,ClusterSize,ClusterName,neighborhood10,CD4.ICOS.,CD4.Ki67.,CD4.PD.1.,CD68.CD163.ICOS.,CD68.CD163.Ki67.,CD68.CD163.PD.1.,CD68.ICOS.,CD68.Ki67.,CD68.PD.1.,CD8.ICOS.,CD8.Ki67.,CD8.PD.1.,Treg.ICOS.,Treg.Ki67.,Treg.PD.1.,neighborhood.number.final,neighborhood.name
18158,18158,10668,201576,reg052_A,reg052,A,1,496,2,26,52_A,0,102.1265335,593.586792,641.3504639,55.39354324,5.326021194,377.0773315,1256.440674,0,71.35472107,10.66375637,0,177.9185333,25.80142784,0,0,39.59831238,322.5808411,0,62.4969101,0,128.5708923,111.2583313,0,4078.812012,657.9649658,711.3471069,0,79.12440491,34.31628036,76.5967865,0,491.898407,187.4128113,3035.197266,11.9593153,0,0,0,50.76537323,0,503.254425,2743.32959,476.8222656,0,194.4334869,0,109.9896774,0,783,52,630,1352,630,1352,7,2303,794.3765259,347,0,793.4949341,228.791275,1326.035889,67.14596558,16.81835556,1157.36731,5.658032894,22144,granulocytes,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Vascularized smooth muscle
18159,18159,10668,201584,reg052_A,reg052,A,1,504,2,26,52_A,168.0863647,222.5830841,0,334.4422607,6.880092621,0,139.3792114,493.4895325,0.765669048,184.7101898,0,114.5646667,200.1199188,21.27049637,10.34290314,92.54572296,30.24408531,317.4239197,0.192478091,29.08773041,2.439462423,270.0327759,80.35948944,0,1828.83606,304.3521423,1047.023315,68.86425781,52.20671082,104.0316391,60.12140656,0,487.2951355,141.6474457,288.5153809,8.287650108,28.69049263,139.3611908,12.01040173,38.48373413,2.558641195,0,1659.643921,27.97859383,0,105.9225235,44.2016716,61.71882248,0,799,52,642,1350,642,1350,9,7617,412.3754272,228.8129425,249.4078064,789.4872437,91.3666687,732.0845337,31.33622932,8.677605629,822.2938232,4.135181427,22144,granulocytes,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Vascularized smooth muscle
18160,18160,10668,201774,reg052_A,reg052,A,1,694,2,26,52_A,137.939209,178.7401123,297.4118042,893.2371826,47.86789703,17.20177078,471.3733215,1847.723022,12.19792747,292.6119385,7.795025826,91.89603424,170.7857208,35.27671814,0.447578281,82.81526947,45.08869553,1044.39917,0,77.1553421,0.032434128,421.4380493,144.1282043,0,3844.193848,619.1239624,125.6259766,71.5530014,80.31781769,114.1576004,110.6487961,3.752610445,736.5638428,193.7328491,962.9543457,6.908495426,15.03389072,87.58842468,0,64.31855774,0.188599274,582.8322754,1767.67334,726.8613892,0.352448344,111.7883911,17.4335537,129.1437378,0,1092,52,801,1137,801,1137,8,4665,2618.916992,209.2468872,10.02544403,1606.544434,65.45218658,1116.062012,77.95562744,22.15007782,2924.078613,5.806886673,22144,granulocytes,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Macrophage enriched
18161,18161,10668,201837,reg052_A,reg052,A,1,757,2,26,52_A,258.4471436,116.6731186,0,630.1539917,33.97390366,0,186.6853638,1020.581177,169.4815369,229.5815735,3.804293394,16.443573,265.6887207,29.06116104,12.28568459,75.89284515,20.39953232,286.3562317,1.728662372,48.46774673,25.30438614,209.2519073,123.3242035,0.435146987,1200.913208,213.4569855,31.14277077,133.4976959,69.89484406,1192.906128,57.85598755,2.708256245,597.6606445,75.55773163,2.77506566,10.85291672,42.52167511,68.86859894,0,0,13.640275,541.0657349,1258.102051,774.656189,41.56758118,29.38143921,41.83008575,60.83229065,9.757302284,1190,52,864,1038,864,1038,8,3519,1527.692627,146.7570496,0,726.5255127,14.92345715,1017.154724,68.61093903,28.8017025,1589.531738,5.797637463,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
18162,18162,10668,201881,reg052_A,reg052,A,1,801,2,26,52_A,68.6397934,84.27870941,0,490.6801453,24.55751801,0,165.9026489,658.8496704,4.68954134,93.19888306,273.7628174,20.19169426,256.0368042,26.30688095,0,27.13186455,35.93910599,296.729248,0,42.14598465,0,263.8334961,80.35151672,0,722.0835571,151.6220093,77.62670898,15.77728462,51.44062042,682.2156982,52.32967377,0,319.1842957,63.76064682,0,9.882172585,2.299587011,17.09824562,4.121312141,48.33608627,0,0,857.0951538,138.8200073,0,25.39377975,3.991594315,73.39541626,0,1256,52,914,484,914,484,8,7236,815.7380371,247.3767853,347.7848816,333.4963684,0,1191.843018,40.64533997,15.58262062,1125.576782,4.760167122,22144,granulocytes,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Macrophage enriched
18163,18163,10668,201976,reg052_A,reg052,A,1,896,2,26,52_A,103.8561859,175.4289551,2260.958008,813.4244995,72.04540253,703.6869507,398.2734375,1477.508423,6.153812885,134.3178711,5.817172527,55.8993988,239.7662354,24.39761162,3.285192013,24.00908089,51.45373154,519.9402466,0.116140045,68.26760101,11.07991314,204.9123077,90.40655518,4.39426899,8231.758789,1182.091675,151.4944305,25.71249771,106.4157104,95.45610046,89.33045197,21.0807724,482.9189758,406.3941345,3822.469482,13.87396526,19.71414185,83.03287506,47.78541946,193.5880585,13.18381691,0,3052.857666,428.6532288,7.821939468,29.35221863,18.18423843,124.0365295,4.283828259,1392,52,987,1352,987,1352,7,6624,1592.73584,220.1022186,5.44886446,1400.973267,192.5171814,860.520752,56.40213776,13.41212177,1681.496338,5.327447414,22144,granulocytes,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Vascularized smooth muscle
18164,18164,10668,201978,reg052_A,reg052,A,1,898,2,26,52_A,288.9577026,0,0,364.8591309,7.658966541,32.75160599,92.24507904,700.1972046,0,116.0969925,70.50587463,0,106.43013,20.15503693,0,1.511060953,6.288211823,969.8377686,0.045299526,37.39011765,0,164.9935608,64.36768341,0,1658.909058,269.0483704,0,0,38.59845734,228.5869598,54.78532791,0,353.4819336,103.9423065,0,5.244628906,0,0,0,0,0,671.5197754,501.729187,1037.821777,0,48.28457642,0,86.40301514,0,1396,52,983,1038,983,1038,8,2953,1397.87915,101.9197769,5.887448311,599.8255005,0,412.8410339,71.03297424,15.12466717,1246.24585,5.657378197,22144,granulocytes,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Macrophage enriched
18165,18165,10668,202038,reg052_A,reg052,A,1,958,2,26,52_A,358.0224915,126.9766312,355.5050354,641.1678467,78.56030273,140.0666809,437.1903076,1578.150269,0,254.6939545,0,0,709.2685547,17.52052307,0,32.46845627,50.78312302,0,0,66.8710022,0,602.5401001,233.8989868,0,2475.88623,313.2598267,0,186.3575897,64.65084839,1123.338257,134.7796783,0,626.0170288,344.7552795,0,14.90806389,0,0,68.15174103,220.5960083,0,214.4195099,2828.829102,837.9367676,0,27.44812202,0,171.0134277,0,1478,52,1039,919,1039,919,8,4632,1274.457397,250.3657379,0,1902.127808,0,1641.05603,57.69724655,16.71479607,1380.295044,5.88982439,22144,granulocytes,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Immune-infiltrated stroma
18166,18166,10668,202051,reg052_A,reg052,A,1,971,2,26,52_A,288.8417358,258.5024414,0,435.2787476,19.21732521,0,111.0909424,712.8591919,116.1748276,341.4033203,74.99417877,200.0816803,251.8413086,26.9693985,68.52618408,83.11518097,37.66033936,0,0.432949394,18.17243195,114.8943787,537.2056274,156.4740906,80.8901825,1264.157837,276.6730957,194.5297394,183.2541351,200.8647766,466.0578918,84.20847321,38.92266083,833.2973022,157.3439178,92.59933472,16.97982407,57.87221527,212.5064545,29.32675362,24.79114723,59.88645172,239.1990814,913.8000488,412.6261292,37.723423,25.48734093,91.01012421,91.4628067,28.54522324,1499,52,1058,934,1058,934,8,8026,1193.828979,162.1406708,114.9343033,889.6876831,71.00738525,840.8071899,48.91016388,34.2725296,1346.345337,5.15927887,22144,granulocytes,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Granulocyte enriched
18167,18167,10668,202056,reg052_A,reg052,A,1,976,2,26,52_A,208.2022552,208.6228333,195.3542938,742.1349487,17.70129585,47.83913803,296.5151672,1016.107422,19.31524277,265.6292419,7.873864174,192.98526,546.0193481,34.05690384,30.60790443,110.7564468,57.27811813,645.5745239,0.458529502,63.29953003,40.74197388,393.9241943,120.0441589,12.33146572,2967.385986,502.2846069,283.6751709,255.2239838,74.67380524,140.0144958,155.4371948,30.07685852,638.3619385,222.1946106,1038.947632,12.83654213,35.06007385,188.6682892,25.27033997,415.4314575,40.54097366,197.6408386,2026.916138,636.1463623,18.89660835,67.26921844,63.15460587,111.8146133,13.59412766,1511,52,1059,643,1059,643,6,11808,1383.255005,234.1001434,209.5516205,938.6390991,132.1843262,927.621582,69.39496613,20.2702198,1894.170288,4.886455059,22144,granulocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T cell enriched
